CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE
CHEMBL397664	394840	CHEMBL397664	394840		22d	460.32	4.27	59.19	0	OCC1Cn2c3ccccc3c4c5CNC(=O)c5c6c7cc(Br)ccc7n(C1)c6c24	1956289	IC50	=	23.5	nM	7.63				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	440843	CHEMBL889938	B	Inhibition of JAK3 expressed in Sf21 cells	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	36214	CHEMBL1146279	17088059	Bioorg. Med. Chem. Lett.	2007	17	2	326
CHEMBL563588	567466	CHEMBL563588	567466		9	411.41	2.85	96.49	0	O[C@@H]1Cn2c3ccccc3c4c5C(=O)NC(=O)c5c6c7ccccc7n(C[C@@H]1O)c6c24	2684772	IC50	=	3	nM	8.52				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	578283	CHEMBL1053840	B	Inhibition of JAK3 expressed in insect Sf21 cells assessed as inhibition of biotinylated substrate phosphorylation	1	Scientific Literature				Intermediate	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			47854	CHEMBL1152924	19427203	Bioorg. Med. Chem. Lett.	2009	19	12	3333
CHEMBL562934	565657	CHEMBL562934	565657		7	395.41	3.43	76.25	0	OC1CCn2c3ccccc3c4c5C(=O)NC(=O)c5c6c7ccccc7n(C1)c6c24	2684774	IC50	=	5	nM	8.3				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	578283	CHEMBL1053840	B	Inhibition of JAK3 expressed in insect Sf21 cells assessed as inhibition of biotinylated substrate phosphorylation	1	Scientific Literature				Intermediate	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			47854	CHEMBL1152924	19427203	Bioorg. Med. Chem. Lett.	2009	19	12	3333
CHEMBL576475	579317	CHEMBL576475	579317		32	318.34	1.06	106.91	0	Nc1nn2cccnc2c1c3cc(NCc4ccccn4)ncn3	2981478	IC50	=	160	nM	6.8				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	597288	CHEMBL1044319	B	Inhibition of JAK3 by radiometric assay	1	Scientific Literature				Intermediate	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			49045	CHEMBL1156132	19857967	Bioorg. Med. Chem. Lett.	2009	19	23	6529
CHEMBL2181084	1441906	CHEMBL2181084	1441906		21i, 85:15 trans/cis mixture	488.58	3.77	77.97	0	C(CN1CCOCC1)Oc2cc3COCC=CCOCc4cccc(c4)c5ccnc(Nc(c3)c2)n5	12153170	IC50	=	3300	nM	5.48				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	872623	CHEMBL2183782	B	Inhibition of recombinant JAK3 using Poly (Glu,Ala,Tyr) as substrate after 2 hrs by luminescence assay	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			66746	CHEMBL2176955	21604762	J. Med. Chem.	2011	54	13	4638
CHEMBL2376331	1558167	CHEMBL2376331	1558167		1b	310.35	2.97	79.9	0	CC(C)NC(=O)c1c[nH]c2ncc(Oc3cccc(C)c3)nc12	13284856	IC50	=	280	nM	6.55				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	957865	CHEMBL2378978	B	Inhibition of JAK3 (unknown origin) using Biotin-KAIETDKEYYTVKD as substrate and [33Pgamma]ATP incubated for 10 mins prior to substrate addition measured after 30 mins by Topcount analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			73500	CHEMBL2375291	23541670	Bioorg. Med. Chem. Lett.	2013	23	9	2522
CHEMBL213290	358513	CHEMBL213290	358513		48	549.59	5.76	79.38	2	Cc1ccc(cc1c2ccc3nc(NCCN4CCOCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F	1765229	IC50	=	626	nM	6.2				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	396626	CHEMBL853499	B	Inhibition of Jak3 by HTRF kinase assay	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	31708	CHEMBL1149344	16970394	J. Med. Chem.	2006	49	19	5671
CHEMBL569012	579373	CHEMBL569012	579373		35	351.79	2.66	94.02	0	Nc1nn2cccnc2c1c3cc(NCc4ccc(Cl)cc4)ncn3	2981481	IC50	=	25	nM	7.6				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	597288	CHEMBL1044319	B	Inhibition of JAK3 by radiometric assay	1	Scientific Literature				Intermediate	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			49045	CHEMBL1156132	19857967	Bioorg. Med. Chem. Lett.	2009	19	23	6529
CHEMBL569720	579302	CHEMBL569720	579302		7c	353.36	2.07	128.09	0	C[C@H](Nc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ncc(F)cn3	2981386	IC50	=	26480	nM	4.58				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	597276	CHEMBL1043453	B	Inhibition of JAK3 using 5 mM ATP as a substrate	1	Scientific Literature				Intermediate	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			49044	CHEMBL1156131	19857966	Bioorg. Med. Chem. Lett.	2009	19	23	6524
CHEMBL31965	41764	CHEMBL31965	41764	CANERTINIB	Cl-1033	485.94	4.04	88.61	0	Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl	2615703	IC50	=	3880	nM	5.41				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	540161	CHEMBL1026509	B	Inhibition of JAK3	1	Scientific Literature				Intermediate	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			46585	CHEMBL1154498	18667312	Bioorg. Med. Chem. Lett.	2008	18	22	5916
CHEMBL16958	18397	CHEMBL16958	18397	STAUROSPORINONE	23, K-252c	311.34	3.78	60.68	0	O=C1NCc2c1c3c4ccccc4[nH]c3c5[nH]c6ccccc6c25	2684766	IC50	=	61	nM	7.21				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	578283	CHEMBL1053840	B	Inhibition of JAK3 expressed in insect Sf21 cells assessed as inhibition of biotinylated substrate phosphorylation	1	Scientific Literature				Intermediate	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			47854	CHEMBL1152924	19427203	Bioorg. Med. Chem. Lett.	2009	19	12	3333
CHEMBL569738	579315	CHEMBL569738	579315		7n	313.33	2.43	91.41	0	C[C@H](Nc1cncc(Nc2cc(C)[nH]n2)n1)c3ccc(F)cn3	2981397	IC50	=	11710	nM	4.93				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	597276	CHEMBL1043453	B	Inhibition of JAK3 using 5 mM ATP as a substrate	1	Scientific Literature				Intermediate	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			49044	CHEMBL1156131	19857966	Bioorg. Med. Chem. Lett.	2009	19	23	6524
CHEMBL1079526	611506	CHEMBL1079526	611506		21b	402.38	3.16	85.17	0	Fc1cccc2OCCC(N3C(=O)Nc4cnc(nc34)n5cnc6ccccc56)c12	3214175	IC50	=	48	nM	7.32				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	618677	CHEMBL1102455	B	Inhibition of human JAK3 (508-1124) by time resolved fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	50214	CHEMBL1154364	19836234	Bioorg. Med. Chem. Lett.	2009	19	23	6788
CHEMBL1080111	611579	CHEMBL1080111	611579		21f	402.38	3.16	85.17	0	Fc1cccc2C(CCOc12)N3C(=O)Nc4cnc(nc34)n5cnc6ccccc56	3214179	IC50	=	30	nM	7.52				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	618677	CHEMBL1102455	B	Inhibition of human JAK3 (508-1124) by time resolved fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	50214	CHEMBL1154364	19836234	Bioorg. Med. Chem. Lett.	2009	19	23	6788
CHEMBL1081376	611664	CHEMBL1081376	611664		21g	418.84	3.62	85.17	0	Clc1cccc2C(CCOc12)N3C(=O)Nc4cnc(nc34)n5cnc6ccccc56	3214180	IC50	=	170	nM	6.77				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	618677	CHEMBL1102455	B	Inhibition of human JAK3 (508-1124) by time resolved fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	50214	CHEMBL1154364	19836234	Bioorg. Med. Chem. Lett.	2009	19	23	6788
CHEMBL1081377	611665	CHEMBL1081377	611665		(R)-21f	402.38	3.16	85.17	0	Fc1cccc2[C@@H](CCOc12)N3C(=O)Nc4cnc(nc34)n5cnc6ccccc56	3214181	IC50	=	28	nM	7.55				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	618677	CHEMBL1102455	B	Inhibition of human JAK3 (508-1124) by time resolved fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	50214	CHEMBL1154364	19836234	Bioorg. Med. Chem. Lett.	2009	19	23	6788
CHEMBL2325906	1520089	CHEMBL2325906	1520089		3h	297.35	1.93	94.46	0	C[C@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(C)(C)C#N	12649745	IC50	=	1.8	nM	8.74				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	939264	CHEMBL2327061	B	Inhibition of JAK3 (unknown origin)-mediated phosphorylation of Biotin-KAIETDKEYYTVKD incubated for 10 mins prior to substrate addition measured after 30 mins by scintillation counting analysis in presence of [gamma-33P]ATP	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	72061	CHEMBL2321829	23214979	J. Med. Chem.	2013	56	1	345
CHEMBL3114786	1617758	CHEMBL3114786	1617758		11d	483.49	3.61	99.35	0	Fc1cc(ccn1)N2CCC(C2)Oc3cccc(NC4=C(C(=O)NC4=O)c5c[nH]c6ccccc56)c3	13901947	IC50	=	12	nM	7.92				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1288559	CHEMBL3118992	B	Inhibition of JAK3 (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			76911	CHEMBL3112442	24461299	Bioorg. Med. Chem. Lett.	2014	24	4	1116
CHEMBL3116065	1619050	CHEMBL3116065	1619050		13h	365.37	1.67	106.33	0	C[C@H](Nc1nc(Nc2cn(C)cn2)c3ccncc3n1)c4ncc(F)cn4	13919084	IC50	=	1820	nM	5.74				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1291449	CHEMBL3118239	B	Inhibition of Jak3 (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			76802	CHEMBL3112447	24359159	J. Med. Chem.	2014	57	1	144
CHEMBL3116060	1619045	CHEMBL3116060	1619045		13c, enantiomeric mixture	394.41	2.81	102.67	0	COc1ccc2c(Nc3cn(C)cn3)nc(NC(C)c4ncc(F)cn4)nc2c1	13919104	IC50	=	13150	nM	4.88				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1291449	CHEMBL3118239	B	Inhibition of Jak3 (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			76802	CHEMBL3112447	24359159	J. Med. Chem.	2014	57	1	144
CHEMBL3114765	1617737	CHEMBL3114765	1617737		11i	453.47	3.43	90.12	0	Fc1cc(ccn1)N2CC(C2)c3cccc(NC4=C(C(=O)NC4=O)c5c[nH]c6ccccc56)c3	13901942	IC50	=	576	nM	6.24				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1288559	CHEMBL3118992	B	Inhibition of JAK3 (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			76911	CHEMBL3112442	24461299	Bioorg. Med. Chem. Lett.	2014	24	4	1116
CHEMBL1650951	1063069	CHEMBL1650951	1063069		3	526.51	3.3	105.74	1	CC(C)(O)C(=O)N1CCN(CC1)c2ccc(c(c2)C3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)C(F)(F)F	13901969	IC50	=	.5	nM	9.3				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1288559	CHEMBL3118992	B	Inhibition of JAK3 (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			76911	CHEMBL3112442	24461299	Bioorg. Med. Chem. Lett.	2014	24	4	1116
CHEMBL568866	579272	CHEMBL568866	579272		13	408.5	1.97	105.53	0	CCN(CC)C(=O)C1CCCN(C1)c2cc(ncn2)c3c(N)nn4cc(C)cnc34	2981459	IC50	=	2100	nM	5.68				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	597288	CHEMBL1044319	B	Inhibition of JAK3 by radiometric assay	1	Scientific Literature				Intermediate	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			49045	CHEMBL1156132	19857967	Bioorg. Med. Chem. Lett.	2009	19	23	6529
CHEMBL1082023	613581	CHEMBL1082023	613581		16	511.61	4.67	74.08	1	CN1CCN(CC1)c2ccc(Nc3oc4c(cccc4n3)c5ccc(C(=O)N6CCOCC6)c(C)c5)cc2	3203187	IC50	=	170	nM	6.77				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	616103	CHEMBL1102772	B	Inhibition of GST-tagged JAK3 assessed as inhibition of biotinylated JAK3tide peptide phosphorylation after 60 mins by caliper mobility shift assay	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			50463	CHEMBL1154949	20138510	Bioorg. Med. Chem. Lett.	2010	20	5	1724
CHEMBL233969	396949	CHEMBL233969	396949		13	539.63	3.12	115.02	1	C[C@H](Nc1nc(nc2c1cc(C(=O)NCCCN3CCOCC3)n2C)n4cnc5ccncc45)c6ccccc6	1964032	IC50	=	46	nM	7.34				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	446752	CHEMBL897051	B	Inhibition of JAK3 by kinase-Glo luminescent assay	1	Scientific Literature				Intermediate	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			36728	CHEMBL1148837	17189692	Bioorg. Med. Chem. Lett.	2007	17	5	1250
CHEMBL1288093	714485	CHEMBL1288093	714485		25	394.43	3.48	115.37	0	CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3ccc(cc3)N(C)C)c1	3605063	IC50					Not Determined			BAO_0000190			686111	CHEMBL1292867	B	Inhibition of human recombinant JAK3 by TR-FRET assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			54135	CHEMBL1287810	21106455	Bioorg. Med. Chem. Lett.	2010	20	24	7454
CHEMBL1089813	621884	CHEMBL1089813	621884		18	485.57	4.96	65.94	0	COc1cc(cc(OC)c1OC)c2cnc3cccc(c4ccc(CN5CCOCC5)cc4C)c3n2	3247755	IC50	=	2700	nM	5.57				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	625436	CHEMBL1116985	B	Inhibition of recombinant GST tagged JAK3 protein after 60 mins using FITC-GGEEEEYFELVKKKK-NH2 substrate	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			50722	CHEMBL1156975	20231096	Bioorg. Med. Chem. Lett.	2010	20	8	2609
CHEMBL269936	436433	CHEMBL269936	436433		12	476.43	3.93	108.04	0	CNc1ncc(C(=O)Nc2cc(ccc2C)C(=O)Nc3cccc(c3F)C(F)(F)F)c(NC)n1	2096393	IC50	>	25000	nM					BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	465747	CHEMBL948991	B	Inhibition of Jak3	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			38560	CHEMBL1142332	18083554	Bioorg. Med. Chem. Lett.	2008	18	3	1172
CHEMBL570231	579350	CHEMBL570231	579350		21	394.47	1.55	105.53	0	CCCN(CC)C(=O)C1CCN(C1)c2cc(ncn2)c3c(N)nn4cccnc34	2981467	IC50	=	2800	nM	5.55				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	597288	CHEMBL1044319	B	Inhibition of JAK3 by radiometric assay	1	Scientific Literature				Intermediate	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			49045	CHEMBL1156132	19857967	Bioorg. Med. Chem. Lett.	2009	19	23	6529
CHEMBL1088424	612573	CHEMBL1088424	612573		5d	354.34	1.52	85.17	0	Fc1ccc2ncn(c3ncc4NC(=O)N(C5CCOCC5)c4n3)c2c1	3214166	IC50	=	38	nM	7.42				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	618677	CHEMBL1102455	B	Inhibition of human JAK3 (508-1124) by time resolved fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	50214	CHEMBL1154364	19836234	Bioorg. Med. Chem. Lett.	2009	19	23	6788
CHEMBL221037	367867	CHEMBL221037	367867		24	401.46	3.1	91.99	0	C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)N4CC[C@@H](O)C4)c5ccccc5	1807597	IC50	=	180	nM	6.74				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	424265	CHEMBL908417	B	Inhibition of JAK3	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	34884	CHEMBL1139695	16934457	Bioorg. Med. Chem. Lett.	2006	16	21	5633
CHEMBL1079077	617419	CHEMBL1079077	617419		22	425.5	2.83	104.83	0	CS(=O)(=O)Nc1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2	3227764	IC50	=	351	nM	6.45				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	619479	CHEMBL1107755	B	Inhibition of GST-tagged JAK3 kinase	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			50137	CHEMBL1154287	19762238	Bioorg. Med. Chem. Lett.	2009	19	20	5887
CHEMBL1078720	617699	CHEMBL1078720	617699		36	458.56	3.89	103.16	0	CCN(CC)CCCOc1ccc(Nc2nccc(n2)c3ccc(cc3)C(=O)NCC#N)cc1	3227778	IC50	=	362	nM	6.44				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	619479	CHEMBL1107755	B	Inhibition of GST-tagged JAK3 kinase	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			50137	CHEMBL1154287	19762238	Bioorg. Med. Chem. Lett.	2009	19	20	5887
CHEMBL1078934	617785	CHEMBL1078934	617785		43	427.5	3.13	97.18	0	CN1CCN(CC1)c2ccc(Nc3nccc(n3)c4ccc(cc4)C(=O)NCC#N)cc2	3227785	IC50	=	192	nM	6.72				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	619479	CHEMBL1107755	B	Inhibition of GST-tagged JAK3 kinase	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			50137	CHEMBL1154287	19762238	Bioorg. Med. Chem. Lett.	2009	19	20	5887
CHEMBL1092840	621963	CHEMBL1092840	621963		22	526.6	4.31	67.79	1	Cc1cc(ccc1C(=O)N2CCOCC2)c3cnc4cccc(c5ccc(CN6CCOCC6)c(F)c5)c4n3	3247759	IC50	=	630	nM	6.2				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	625436	CHEMBL1116985	B	Inhibition of recombinant GST tagged JAK3 protein after 60 mins using FITC-GGEEEEYFELVKKKK-NH2 substrate	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			50722	CHEMBL1156975	20231096	Bioorg. Med. Chem. Lett.	2010	20	8	2609
CHEMBL1221633	688061	CHEMBL1221633	688061		15	433.89	5.75	79.84	1	[O-][N+](=O)c1ccc(NC(=O)CCc2cn(Cc3ccc(Cl)cc3)c4ccccc24)cc1	3423099	IC50	=	34200	nM	4.47				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	651398	CHEMBL1227371	B	Inhibition of recombinant JAK3 after 1 hr	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			52361	CHEMBL1221237	20655209	Bioorg. Med. Chem. Lett.	2010	20	17	5203
CHEMBL1090360	623604	CHEMBL1090360	623604		26	587.69	5.59	124.91	2	O=C(Cc1ccccc1)Nc2cccc(c2)c3nc4sccn4c3c5ccnc(Nc6cccc(c6)N7CCOCC7)n5	3240813	IC50	>	1000	nM					BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	625023	CHEMBL1109691	B	Inhibition of JAK3	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			50813	CHEMBL1156213	20346655	Bioorg. Med. Chem. Lett.	2010	20	8	2452
CHEMBL1684800	1075123	CHEMBL1684800	1075123		7c	572.97	5	123.29	1	COc1ccc(Cn2ncc(NC(=O)c3cc(NC(=O)Nc4ccc(Cl)c(c4)C(F)(F)F)ccc3C)c2N)cc1	5249810	IC50	<	1	nM					BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	727272	CHEMBL1687366	B	inhibition of JAK3	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			55841	CHEMBL1681781	21353571	Bioorg. Med. Chem.	2011	19	6	1915
CHEMBL1682361	1072402	CHEMBL1682361	1072402		1	434.52	2.85	119.79	0	Cc1nnc(Nc2nc(nn3cccc23)N4CCN(CC4)C(=O)Cc5ccccc5)s1	5240349	IC50	=	18000	nM	4.74				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	726515	CHEMBL1685410	B	Inhibition of JAK3 after 60 mins	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			55705	CHEMBL1681645	21282055	Bioorg. Med. Chem. Lett.	2011	21	5	1425
CHEMBL1235315	697665	CHEMBL1235315	697665		12	455.39	2.9	108.04	0	FC(F)(F)c1cnc(nc1C2=C(C(=O)NC2=O)c3c[nH]c4ccccc34)N5CCC(=O)CC5	5146674	IC50	=	27	nM	7.57				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	701880	CHEMBL1657304	B	Inhibition of GST-tagged Jak3 expressed in insect cells using 18 uM ATP	1	Scientific Literature				Autocuration	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			54789	CHEMBL1649080	21155605	J. Med. Chem.	2011	54	1	284
